context_index,variant,period_rounds,spectral_decay_bits_per_round,period_perron_factor,iterations
200,round_only,16,4.936439485982,1.6739338320754515e-24,10
201,static,16,4.920830679731,1.99029654487781e-24,10
201,position_only,16,4.999050794254,8.3593436114755619e-25,10
201,rotor,16,4.972917651374,1.1169710973976693e-24,10
201,round_only,16,4.982674268264,1.0024192223326374e-24,9
202,static,16,4.953519217713,1.3850775878022611e-24,10
202,position_only,16,4.961769988714,1.2639631978012646e-24,10
202,rotor,16,4.990713944871,9.1690944218489404e-25,10
202,round_only,16,4.978748394218,1.0470279607790505e-24,11
203,static,16,4.944081708392,1.5379055923066019e-24,10
203,position_only,16,4.923934603949,1.9229491516147054e-24,10
203,rotor,16,4.944106655850,1.5374801493402207e-24,10
203,round_only,16,4.949922819270,1.4414383845440938e-24,10
204,static,16,4.973225882520,1.1131593701440621e-24,10
204,position_only,16,4.997846737347,8.4717180459201756e-25,10
204,rotor,16,4.972483732832,1.1223592636396447e-24,10
204,round_only,16,4.986692724390,9.5872614897968431e-25,11
205,static,16,4.984175557424,9.8586728892472996e-25,10
205,position_only,16,4.902194001191,2.4472648767880934e-24,11
205,rotor,16,4.964302789540,1.2289529167140579e-24,11
205,round_only,16,4.955260613850,1.3585846468212234e-24,10
206,static,16,4.928815233302,1.8216307427858073e-24,10
206,position_only,16,4.999040759822,8.3602739362264045e-25,11
206,rotor,16,5.010829375214,7.3356884521762302e-25,9
206,round_only,16,5.008097379888,7.5613524026485507e-25,10
207,static,16,5.020826540798,6.5658314687859005e-25,10
207,position_only,16,4.935033185440,1.7002457790802103e-24,10
207,rotor,16,4.995911116388,8.6555440858663251e-25,11
207,round_only,16,5.002194513208,8.0729175699125029e-25,10
208,static,16,4.978322057199,1.051990270797952e-24,10
208,position_only,16,4.937519804860,1.6539978962675285e-24,11
208,rotor,16,4.960469646004,1.2823232114752933e-24,10
208,round_only,16,4.963192773876,1.2441754075764887e-24,10
209,static,16,4.973896721550,1.1049083704214883e-24,11
209,position_only,16,4.993016161324,8.937948865351262e-25,11
209,rotor,16,5.005883376586,7.7493126240982401e-25,9
209,round_only,16,5.001630158140,8.1236035912769015e-25,11
210,static,16,5.073103289745,3.6770524009914279e-25,9
210,position_only,16,5.083660743207,3.2707703807908763e-25,9
210,rotor,16,5.013960161259,7.0853532969403526e-25,11
210,round_only,16,5.021029952999,6.5510362156294249e-25,10
211,static,16,5.046087226840,4.9616045110351955e-25,12
211,position_only,16,4.932101702716,1.7564311598537102e-24,10
211,rotor,16,4.986712898716,9.5851166717011256e-25,9
211,round_only,16,4.972839546808,1.1179390451414877e-24,10
212,static,16,4.937739521104,1.6499724545749137e-24,10
212,position_only,16,4.927119889381,1.8562049950239176e-24,9
212,rotor,16,4.957693471355,1.3224184295254823e-24,9
212,round_only,16,4.958782985761,1.3065356633085684e-24,9
213,static,16,4.945477218308,1.5142871278615428e-24,12
213,position_only,16,4.896294260344,2.6127446108810447e-24,10
213,rotor,16,4.966252477475,1.2026648325484351e-24,11
213,round_only,16,4.964760331973,1.2227326263305024e-24,9
214,static,16,4.983808522928,9.8988848260558629e-25,10
214,position_only,16,4.974351274648,1.0993523719701188e-24,12
214,rotor,16,4.990988157595,9.1412524948620985e-25,10
214,round_only,16,4.994009381530,8.8400361401666034e-25,9
215,static,16,5.007109503174,7.6446493119576895e-25,10
215,position_only,16,5.020121990624,6.6173359399467287e-25,10
215,rotor,16,4.987433781697,9.5087906340039494e-25,9
215,round_only,16,4.990672647654,9.1732948361294784e-25,12
216,static,16,4.953154153643,1.390696705068558e-24,11
216,position_only,16,4.970316954704,1.1496566051592151e-24,12
216,rotor,16,4.969875226328,1.1553025041403144e-24,9
216,round_only,16,4.972546598903,1.1215770195903469e-24,11
217,static,16,4.943879956034,1.5413505167126263e-24,10
217,position_only,16,4.936006570074,1.6819900324100377e-24,11
217,rotor,16,4.953374487478,1.3873025744213587e-24,9
217,round_only,16,4.948182812050,1.469524370241671e-24,11
218,static,16,4.953729432612,1.3818522374955025e-24,9
218,position_only,16,5.028455114079,6.0331880337398495e-25,10
218,rotor,16,4.974279180927,1.1002317050961851e-24,11
218,round_only,16,4.983194528109,9.9665205132844414e-25,11
219,static,16,5.037571122131,5.4530539091925795e-25,12
219,position_only,16,4.917917196122,2.0556563986618839e-24,10
219,rotor,16,4.992899232076,8.9495469985099204e-25,10
219,round_only,16,4.997087369161,8.5433652684556337e-25,9
220,static,16,4.958438403676,1.3115381910639869e-24,11
220,position_only,16,4.920794385235,1.991097837997888e-24,10
220,rotor,16,4.986106732960,9.6497705908113384e-25,10
220,round_only,16,4.971736196928,1.1317027915133494e-24,10
221,static,16,5.005120133699,7.8151861272612974e-25,10
221,position_only,16,5.049070832399,4.8001152788378177e-25,11
221,rotor,16,4.986573243497,9.5999738516576439e-25,10
221,round_only,16,4.987117859879,9.5421648741613501e-25,11
222,static,16,5.018487576063,6.7383770386752728e-25,11
222,position_only,16,5.001029651213,8.1778860055844335e-25,10
222,rotor,16,5.004358919033,7.8814423073757444e-25,10
222,round_only,16,4.997478175581,8.5064168977363155e-25,10
223,static,16,4.987250360599,9.5281531511285609e-25,12
223,position_only,16,4.988267737343,9.4212505690399737e-25,13
223,rotor,16,4.987981130965,9.4512442832116078e-25,12
223,round_only,16,4.991611703108,9.0782556896871462e-25,12
224,static,16,4.915040984615,2.1222851703444154e-24,12
224,position_only,16,4.866007460171,3.6557183257424626e-24,12
224,rotor,16,4.934704863677,1.7064480072152325e-24,10
224,round_only,16,4.960589167439,1.2806245730720434e-24,11
225,static,16,4.994571197358,8.7851274391503496e-25,11
225,position_only,16,4.922798955962,1.9473213532733066e-24,11
225,rotor,16,4.958743174889,1.3071126479840137e-24,11
225,round_only,16,4.960181887297,1.2864220857458897e-24,11
226,static,16,5.023300041556,6.3881655785816917e-25,11
226,position_only,16,5.009723748431,7.4261908755698978e-25,11
226,rotor,16,5.011971325587,7.2433704570215702e-25,10
226,round_only,16,5.014944216999,7.0084475196776079e-25,10
227,static,16,4.967849908040,1.1815459600265846e-24,10
227,position_only,16,4.989703997372,9.2723717877680993e-25,9
227,rotor,16,4.968650066585,1.171107256521202e-24,11
227,round_only,16,4.973185171653,1.1136620728080371e-24,10
228,static,16,4.937235608255,1.6592192591305295e-24,12
228,position_only,16,4.940614668099,1.5981907258081772e-24,12
228,rotor,16,4.972794471309,1.1184980462544081e-24,9
228,round_only,16,4.973465166171,1.1102092500759009e-24,10
229,static,16,5.007904715719,7.5775261233460423e-25,10
229,position_only,16,5.034389928225,5.6488747805272848e-25,12
229,rotor,16,4.997313476170,8.5219687044780095e-25,9
229,round_only,16,5.002828317258,8.016371097928793e-25,10
230,static,16,4.983179939531,9.9681331520526111e-25,9
230,position_only,16,4.960324564642,1.2843881351838847e-24,10
230,rotor,16,4.992401658807,8.9990694762091331e-25,10
230,round_only,16,4.984092940456,9.8677100525028052e-25,9
231,static,16,4.960949087910,1.2755229621149821e-24,10
231,position_only,16,4.978176934578,1.0536847717510049e-24,10
231,rotor,16,4.975347085344,1.0872780374358382e-24,9
231,round_only,16,4.971176239613,1.1387526753736498e-24,10
232,static,16,4.952011955212,1.4084252470559484e-24,9
232,position_only,16,5.021721460867,6.5009880323968031e-25,10
232,rotor,16,5.037844088319,5.4365708853035111e-25,11
232,round_only,16,5.022418410965,6.4509328380554613e-25,11
233,static,16,4.972572067506,1.1212602683432099e-24,11
233,position_only,16,4.920808586758,1.9907842649181326e-24,11
233,rotor,16,4.992639658149,8.9753477782353061e-25,9
233,round_only,16,4.980380145000,1.0282506310938057e-24,12
234,static,16,4.929221284754,1.8134459185874979e-24,11
234,position_only,16,4.978414239588,1.0509153334626989e-24,10
234,rotor,16,4.963361683513,1.2418469154476408e-24,12
234,round_only,16,4.982008190788,1.0098515464251815e-24,10
235,static,16,4.923018573193,1.9425841644161683e-24,9
235,position_only,16,4.998176313367,8.44080946362117e-25,10
235,rotor,16,4.967974923650,1.1799089200865306e-24,12
235,round_only,16,4.968926407288,1.1675236390280214e-24,10
236,static,16,4.890248959842,2.7939204028968489e-24,11
236,position_only,16,4.966464820977,1.1998359314906629e-24,11
236,rotor,16,4.978351077969,1.0516517415473403e-24,10
236,round_only,16,4.970542158029,1.146788823062613e-24,11
237,static,16,5.060290873732,4.2384841511402237e-25,9
237,position_only,16,4.980175890808,1.0305825175066008e-24,12
237,rotor,16,4.989649612613,9.2779660712513213e-25,8
237,round_only,16,4.977980148938,1.0559868683547281e-24,11
238,static,16,4.959910631626,1.2902978840790915e-24,12
238,position_only,16,4.865604527767,3.6720910551254325e-24,12
238,rotor,16,4.969703995707,1.1574985177192049e-24,11
238,round_only,16,4.966022346201,1.2057382391976875e-24,12
239,static,16,4.932926776407,1.7404324907705782e-24,10
239,position_only,16,4.890308946478,2.7920623010117216e-24,11
239,rotor,16,4.996036139170,8.6435510832966936e-25,9
239,round_only,16,5.013687973922,7.1067738425362266e-25,10
240,static,16,4.988014781879,9.4477177314262322e-25,10
240,position_only,16,5.033057250214,5.7329844613076076e-25,12
240,rotor,16,4.993457026529,8.8943547513202711e-25,12
240,round_only,16,4.996069898574,8.6403155109176168e-25,12
241,static,16,4.949797362111,1.4434453465098583e-24,10
241,position_only,16,4.979297669499,1.0406692120603048e-24,10
241,rotor,16,4.971114780256,1.1395291207052913e-24,10
241,round_only,16,4.970065792113,1.1528634174352076e-24,11
242,static,16,4.975518095440,1.0852179007302393e-24,11
242,position_only,16,5.009398744997,7.4530061608358906e-25,11
242,rotor,16,4.972779883914,1.1186790108203806e-24,10
242,round_only,16,4.974959932678,1.0919564767837208e-24,9
243,static,16,4.924144845295,1.9184707281255037e-24,10
243,position_only,16,4.960786759432,1.2778213293662233e-24,10
243,rotor,16,4.958368516373,1.3125551255714227e-24,11
243,round_only,16,4.963003502160,1.2467897873097554e-24,11
244,static,16,4.943086787764,1.5549688427823057e-24,12
244,position_only,16,4.927169907172,1.855175615699365e-24,10
244,rotor,16,4.940987025316,1.5916044879845675e-24,12
244,round_only,16,4.946463782157,1.4978091029391374e-24,12
245,static,16,4.986609365421,9.596128824725949e-25,10
245,position_only,16,4.978095643139,1.054635150562736e-24,15
245,rotor,16,4.978656904418,1.0480908713992655e-24,11
245,round_only,16,4.994169386116,8.824363338338404e-25,11
246,static,16,4.955679333655,1.3522903435882419e-24,10
246,position_only,16,4.953628939319,1.3833931790321938e-24,10
246,rotor,16,4.982890464378,1.0000186092628009e-24,10
246,round_only,16,5.001649937247,8.1218218148628945e-25,10
247,static,16,5.046590887513,4.9339673609227759e-25,10
247,position_only,16,5.048800954885,4.8145037252614115e-25,10
247,rotor,16,4.997673079383,8.4880496904462126e-25,10
247,round_only,16,4.996996510296,8.5519783896014532e-25,11
248,static,16,5.049678701298,4.7678642211102223e-25,10
248,position_only,16,5.067857503756,3.8973197821086231e-25,14
248,rotor,16,5.029682232079,5.9516375037340119e-25,11
248,round_only,16,5.017399898052,6.8201525225921607e-25,11
249,static,16,5.010809148748,7.3373341688098328e-25,11
249,position_only,16,4.967139949760,1.1908858070554177e-24,10
249,rotor,16,4.996171735213,8.6305626085739679e-25,11
249,round_only,16,5.005872900379,7.750213029152189e-25,12
250,static,16,4.968775283538,1.1694820680685044e-24,11
250,position_only,16,4.987819163439,9.468236596095777e-25,10
250,rotor,16,4.999505596535,8.317285918893815e-25,11
250,round_only,16,5.000523439779,8.2239263003651455e-25,10
251,static,16,5.030298597663,5.9110925521926831e-25,12
251,position_only,16,4.984680046023,9.8036680507395695e-25,11
251,rotor,16,5.004040633560,7.9093121613979336e-25,10
251,round_only,16,5.007734085385,7.5918790383004789e-25,10
252,static,16,5.013077241838,7.1550730822377062e-25,9
252,position_only,16,5.016106166811,6.918713031486798e-25,11
252,rotor,16,4.979689634557,1.0361552084727932e-24,11
252,round_only,16,4.979237232094,1.0413669775894728e-24,10
253,static,16,5.030269418658,5.9130057238722682e-25,10
253,position_only,16,4.987439014473,9.5082388230889355e-25,11
253,rotor,16,5.001557595599,8.1301436464326793e-25,10
253,round_only,16,5.020108471330,6.6183281764105941e-25,12
254,static,16,4.963517633867,1.2397009419241505e-24,12
254,position_only,16,4.971655223864,1.1327195397285298e-24,10
254,rotor,16,4.980899759525,1.0223421621698411e-24,11
254,round_only,16,4.997253682088,8.5276218164293759e-25,12
255,static,16,4.987502274051,9.5015704562897797e-25,11
255,position_only,16,4.882753238189,3.036106643169477e-24,9
255,rotor,16,5.013246892341,7.1416235811265914e-25,10
255,round_only,16,5.022058556788,6.4767293754706988e-25,11
